LST,NDBI,NDMI,NDVI,latitude,longitude,.geo
37.73609159,-0.20193477,0.20193477,0.603329122,-7.883354938,110.3692191,"{""type"":""Point"",""coordinates"":[110.3692190908582,-7.883354937902982]}"
44.60808104,0.037345309,-0.037345309,0.426866293,-7.754877516,110.3922399,"{""type"":""Point"",""coordinates"":[110.39223988468463,-7.7548775162739965]}"
41.06173546,0.002079717,-0.002079717,0.374640405,-7.747988225,110.4268211,"{""type"":""Point"",""coordinates"":[110.42682105438912,-7.747988224895319]}"
36.81419971,-0.194659382,0.194659382,0.588269293,-7.756569897,110.2479756,"{""type"":""Point"",""coordinates"":[110.24797557425596,-7.756569896637036]}"
34.6981837,-0.300026,0.300026,0.759621501,-7.743094068,110.2648425,"{""type"":""Point"",""coordinates"":[110.26484246167273,-7.743094067742704]}"
35.48550739,-0.328126609,0.328126609,0.704518676,-7.645483611,110.4123677,"{""type"":""Point"",""coordinates"":[110.4123677310198,-7.645483611270889]}"
39.80501567,-0.062770911,0.062770911,0.539966047,-7.774573747,110.2535496,"{""type"":""Point"",""coordinates"":[110.25354959702872,-7.774573747149494]}"
33.26547695,-0.269546717,0.269546717,0.708310843,-7.654532705,110.4374373,"{""type"":""Point"",""coordinates"":[110.43743732456001,-7.654532705379691]}"
42.8402921,0.078878574,-0.078878574,0.360791504,-7.795532164,110.3569341,"{""type"":""Point"",""coordinates"":[110.35693407625524,-7.7955321642553]}"
35.33473355,-0.341777444,0.341777444,0.742968023,-7.833226543,110.4737771,"{""type"":""Point"",""coordinates"":[110.47377710602171,-7.833226542934848]}"
35.9237708,-0.255830288,0.255830288,0.739266932,-7.888064811,110.3977949,"{""type"":""Point"",""coordinates"":[110.39779491168856,-7.8880648113174985]}"
34.88606544,-0.137612358,0.137612358,0.510149121,-7.661236441,110.3943106,"{""type"":""Point"",""coordinates"":[110.39431056235803,-7.661236440700722]}"
43.76321193,0.153416395,-0.153416395,0.256389141,-7.824825133,110.4006041,"{""type"":""Point"",""coordinates"":[110.40060407154893,-7.824825133226336]}"
41.67129687,-0.084658675,0.084658675,0.520574451,-7.769610382,110.4146611,"{""type"":""Point"",""coordinates"":[110.41466111333878,-7.769610381808297]}"
33.00798729,-0.374686778,0.374686778,0.819913983,-7.733767834,110.3498712,"{""type"":""Point"",""coordinates"":[110.34987115937156,-7.733767834142629]}"
